Vivado Simulator 2020.2
Time resolution is 1 ps
WARNING: File younghee.mem referenced on C:/working/FPAG_Harman/250718_OV7670_HDMI_V2/250718_OV7670_HDMI_V2.srcs/sources_1/VGA/QVGA_MemController.sv at line 55 cannot be opened for reading. Please ensure that this file is available in the current working directory.
time	reset	busy	DE	Hsync	Vsync	pixel_clk
                   0	1	x	1	1	1	0
              100000	0	x	1	1	1	0
Warning: NUMERIC_STD."=": metavalue detected, returning FALSE
Time: 140 ns  Iteration: 3  Process: /tb_TOP_OV7670_HDMI/uut/u_rgb2dvi/\DataEncoders(0)\/DataEncoder/line__154  File: C:/working/FPAG_Harman/250718_OV7670_HDMI_V2/250718_OV7670_HDMI_V2.srcs/sources_1/HDMI/TMDS_Encoder.vhd
Warning: NUMERIC_STD."=": metavalue detected, returning FALSE
Time: 140 ns  Iteration: 3  Process: /tb_TOP_OV7670_HDMI/uut/u_rgb2dvi/\DataEncoders(1)\/DataEncoder/line__154  File: C:/working/FPAG_Harman/250718_OV7670_HDMI_V2/250718_OV7670_HDMI_V2.srcs/sources_1/HDMI/TMDS_Encoder.vhd
Warning: NUMERIC_STD."=": metavalue detected, returning FALSE
Time: 140 ns  Iteration: 3  Process: /tb_TOP_OV7670_HDMI/uut/u_rgb2dvi/\DataEncoders(2)\/DataEncoder/line__154  File: C:/working/FPAG_Harman/250718_OV7670_HDMI_V2/250718_OV7670_HDMI_V2.srcs/sources_1/HDMI/TMDS_Encoder.vhd
            29500000	0	0	0	0	1	1
            29520000	0	0	0	0	1	0
            29540000	0	0	0	0	1	1
            29560000	0	0	0	0	1	0
            29580000	0	0	0	0	1	1
            29600000	0	0	0	0	1	0
            29620000	0	0	0	0	1	1
            29640000	0	0	0	0	1	0
            29660000	0	0	0	0	1	1
            29680000	0	0	0	0	1	0
            29700000	0	0	0	0	1	1
            29720000	0	0	0	0	1	0
            29740000	0	0	0	0	1	1
            29760000	0	0	0	0	1	0
            29780000	0	0	0	0	1	1
            29800000	0	0	0	0	1	0
            29820000	0	0	0	0	1	1
            29840000	0	0	0	0	1	0
            29860000	0	0	0	0	1	1
            29880000	0	0	0	0	1	0
            29900000	0	0	0	0	1	1
            29920000	0	0	0	0	1	0
            29940000	0	0	0	0	1	1
            29960000	0	0	0	0	1	0
            29980000	0	0	0	0	1	1
            30000000	0	0	0	0	1	0
            30020000	0	0	0	0	1	1
            30040000	0	0	0	0	1	0
            30060000	0	0	0	0	1	1
            30080000	0	0	0	0	1	0
            30100000	0	0	0	0	1	1
            30120000	0	0	0	0	1	0
            30140000	0	0	0	0	1	1
            30160000	0	0	0	0	1	0
            30175000	0	0	0	1	1	0
            30180000	0	0	0	1	1	1
            30200000	0	0	0	1	1	0
            30220000	0	0	0	1	1	1
            30240000	0	0	0	1	1	0
            30260000	0	0	0	1	1	1
            30280000	0	0	0	1	1	0
            30300000	0	0	0	1	1	1
            30320000	0	0	0	1	1	0
            30340000	0	0	0	1	1	1
            30360000	0	0	0	1	1	0
            30380000	0	0	0	1	1	1
            30400000	0	0	0	1	1	0
            30420000	0	0	0	1	1	1
            30440000	0	0	0	1	1	0
            30460000	0	0	0	1	1	1
            30480000	0	0	0	1	1	0
            30500000	0	0	0	1	1	1
            30520000	0	0	0	1	1	0
            30540000	0	0	0	1	1	1
            30560000	0	0	0	1	1	0
            30580000	0	0	0	1	1	1
            30600000	0	0	0	1	1	0
            30620000	0	0	0	1	1	1
            30640000	0	0	0	1	1	0
            30660000	0	0	0	1	1	1
            30680000	0	0	0	1	1	0
            30700000	0	0	0	1	1	1
            30720000	0	0	0	1	1	0
            30740000	0	0	0	1	1	1
            30760000	0	0	0	1	1	0
            30780000	0	0	0	1	1	1
            30800000	0	0	0	1	1	0
            30820000	0	0	0	1	1	1
            30840000	0	0	0	1	1	0
            30860000	0	0	0	1	1	1
            30880000	0	0	0	1	1	0
            30900000	0	0	0	1	1	1
            30920000	0	0	0	1	1	0
            30940000	0	0	0	1	1	1
            30960000	0	0	0	1	1	0
            30980000	0	0	0	1	1	1
            31000000	0	0	0	1	1	0
            31020000	0	0	0	1	1	1
            31040000	0	0	0	1	1	0
            31060000	0	0	0	1	1	1
            31080000	0	0	0	1	1	0
            31100000	0	0	0	1	1	1
            31120000	0	0	0	1	1	0
            31140000	0	0	0	1	1	1
            31160000	0	0	0	1	1	0
            31180000	0	0	0	1	1	1
            31200000	0	0	0	1	1	0
            31220000	0	0	0	1	1	1
            31240000	0	0	0	1	1	0
            31260000	0	0	0	1	1	1
            31280000	0	0	0	1	1	0
            31300000	0	0	0	1	1	1
            31320000	0	0	0	1	1	0
            31340000	0	0	0	1	1	1
            31360000	0	0	0	1	1	0
            31380000	0	0	0	1	1	1
            31400000	0	0	0	1	1	0
            31420000	0	0	0	1	1	1
            31440000	0	0	0	1	1	0
            31460000	0	0	0	1	1	1
            31480000	0	0	0	1	1	0
            31500000	0	0	0	1	1	1
            31520000	0	0	0	1	1	0
            31540000	0	0	0	1	1	1
            31560000	0	0	0	1	1	0
            31580000	0	0	0	1	1	1
            31600000	0	0	0	1	1	0
            31620000	0	0	0	1	1	1
            31640000	0	0	0	1	1	0
            31660000	0	0	0	1	1	1
            31680000	0	0	0	1	1	0
            31700000	0	0	0	1	1	1
            31720000	0	0	0	1	1	0
            31740000	0	0	0	1	1	1
            31760000	0	0	0	1	1	0
            31780000	0	0	0	1	1	1
            31800000	0	0	0	1	1	0
            31820000	0	0	0	1	1	1
            31840000	0	0	0	1	1	0
            31860000	0	0	0	1	1	1
            31880000	0	0	0	1	1	0
            31900000	0	0	0	1	1	1
            31920000	0	0	0	1	1	0
            31940000	0	0	0	1	1	1
            31960000	0	0	0	1	1	0
            31980000	0	0	0	1	1	1
            32000000	0	0	0	1	1	0
            32020000	0	0	0	1	1	1
            32040000	0	0	0	1	1	0
            32060000	0	0	0	1	1	1
            32080000	0	0	0	1	1	0
            32095000	0	0	1	1	1	0
            32100000	0	0	1	1	1	1
            32120000	0	0	1	1	1	0
            32140000	0	0	1	1	1	1
            32160000	0	0	1	1	1	0
            32180000	0	0	1	1	1	1
            32200000	0	0	1	1	1	0
            32220000	0	0	1	1	1	1
            32240000	0	0	1	1	1	0
            32260000	0	0	1	1	1	1
            32280000	0	0	1	1	1	0
            32300000	0	0	1	1	1	1
            32320000	0	0	1	1	1	0
            32340000	0	0	1	1	1	1
            32360000	0	0	1	1	1	0
            32380000	0	0	1	1	1	1
            32400000	0	0	1	1	1	0
            32420000	0	0	1	1	1	1
            32440000	0	0	1	1	1	0
            32460000	0	0	1	1	1	1
            32480000	0	0	1	1	1	0
            32500000	0	0	1	1	1	1
            32520000	0	0	1	1	1	0
            32540000	0	0	1	1	1	1
            32560000	0	0	1	1	1	0
            32580000	0	0	1	1	1	1
            32600000	0	0	1	1	1	0
            32620000	0	0	1	1	1	1
            32640000	0	0	1	1	1	0
            32660000	0	0	1	1	1	1
            32680000	0	0	1	1	1	0
            32700000	0	0	1	1	1	1
            32720000	0	0	1	1	1	0
            32740000	0	0	1	1	1	1
            32760000	0	0	1	1	1	0
            32780000	0	0	1	1	1	1
            32800000	0	0	1	1	1	0
            32820000	0	0	1	1	1	1
            32840000	0	0	1	1	1	0
            32860000	0	0	1	1	1	1
            32880000	0	0	1	1	1	0
            32900000	0	0	1	1	1	1
            32920000	0	0	1	1	1	0
            32940000	0	0	1	1	1	1
            32960000	0	0	1	1	1	0
            32980000	0	0	1	1	1	1
            33000000	0	0	1	1	1	0
            33020000	0	0	1	1	1	1
            33040000	0	0	1	1	1	0
            33060000	0	0	1	1	1	1
            33080000	0	0	1	1	1	0
            33100000	0	0	1	1	1	1
            33120000	0	0	1	1	1	0
            33140000	0	0	1	1	1	1
            33160000	0	0	1	1	1	0
            33180000	0	0	1	1	1	1
            33200000	0	0	1	1	1	0
            33220000	0	0	1	1	1	1
            33240000	0	0	1	1	1	0
            33260000	0	0	1	1	1	1
            33280000	0	0	1	1	1	0
            33300000	0	0	1	1	1	1
            33320000	0	0	1	1	1	0
            33340000	0	0	1	1	1	1
            33360000	0	0	1	1	1	0
            33380000	0	0	1	1	1	1
            33400000	0	0	1	1	1	0
            33420000	0	0	1	1	1	1
            33440000	0	0	1	1	1	0
            33460000	0	0	1	1	1	1
            33480000	0	0	1	1	1	0
            33500000	0	0	1	1	1	1
            33520000	0	0	1	1	1	0
            33540000	0	0	1	1	1	1
            33560000	0	0	1	1	1	0
            33580000	0	0	1	1	1	1
            33600000	0	0	1	1	1	0
            33620000	0	0	1	1	1	1
            33640000	0	0	1	1	1	0
            33660000	0	0	1	1	1	1
            33680000	0	0	1	1	1	0
            33700000	0	0	1	1	1	1
            33720000	0	0	1	1	1	0
            33740000	0	0	1	1	1	1
            33760000	0	0	1	1	1	0
            33780000	0	0	1	1	1	1
            33800000	0	0	1	1	1	0
            33820000	0	0	1	1	1	1
            33840000	0	0	1	1	1	0
            33860000	0	0	1	1	1	1
            33880000	0	0	1	1	1	0
            33900000	0	0	1	1	1	1
            33920000	0	0	1	1	1	0
            33940000	0	0	1	1	1	1
            33960000	0	0	1	1	1	0
            33980000	0	0	1	1	1	1
            34000000	0	0	1	1	1	0
            34020000	0	0	1	1	1	1
            34040000	0	0	1	1	1	0
            34060000	0	0	1	1	1	1
            34080000	0	0	1	1	1	0
            34100000	0	0	1	1	1	1
            34120000	0	0	1	1	1	0
            34140000	0	0	1	1	1	1
            34160000	0	0	1	1	1	0
            34180000	0	0	1	1	1	1
            34200000	0	0	1	1	1	0
            34220000	0	0	1	1	1	1
            34240000	0	0	1	1	1	0
            34260000	0	0	1	1	1	1
            34280000	0	0	1	1	1	0
            34300000	0	0	1	1	1	1
            34320000	0	0	1	1	1	0
            34340000	0	0	1	1	1	1
            34360000	0	0	1	1	1	0
            34380000	0	0	1	1	1	1
            34400000	0	0	1	1	1	0
            34420000	0	0	1	1	1	1
            34440000	0	0	1	1	1	0
            34460000	0	0	1	1	1	1
            34480000	0	0	1	1	1	0
            34500000	0	0	1	1	1	1
            34520000	0	0	1	1	1	0
            34540000	0	0	1	1	1	1
            34560000	0	0	1	1	1	0
            34580000	0	0	1	1	1	1
            34600000	0	0	1	1	1	0
            34620000	0	0	1	1	1	1
            34640000	0	0	1	1	1	0
            34660000	0	0	1	1	1	1
            34680000	0	0	1	1	1	0
            34700000	0	0	1	1	1	1
            34720000	0	0	1	1	1	0
            34740000	0	0	1	1	1	1
            34760000	0	0	1	1	1	0
            34780000	0	0	1	1	1	1
            34800000	0	0	1	1	1	0
            34820000	0	0	1	1	1	1
            34840000	0	0	1	1	1	0
            34860000	0	0	1	1	1	1
            34880000	0	0	1	1	1	0
            34900000	0	0	1	1	1	1
            34920000	0	0	1	1	1	0
            34940000	0	0	1	1	1	1
            34960000	0	0	1	1	1	0
            34980000	0	0	1	1	1	1
            35000000	0	0	1	1	1	0
            35020000	0	0	1	1	1	1
            35040000	0	0	1	1	1	0
            35060000	0	0	1	1	1	1
            35080000	0	0	1	1	1	0
            35100000	0	0	1	1	1	1
            35120000	0	0	1	1	1	0
            35140000	0	0	1	1	1	1
            35160000	0	0	1	1	1	0
            35180000	0	0	1	1	1	1
            35200000	0	0	1	1	1	0
            35220000	0	0	1	1	1	1
            35240000	0	0	1	1	1	0
            35260000	0	0	1	1	1	1
            35280000	0	0	1	1	1	0
            35300000	0	0	1	1	1	1
            35320000	0	0	1	1	1	0
            35340000	0	0	1	1	1	1
            35360000	0	0	1	1	1	0
            35380000	0	0	1	1	1	1
            35400000	0	0	1	1	1	0
            35420000	0	0	1	1	1	1
            35440000	0	0	1	1	1	0
            35460000	0	0	1	1	1	1
            35480000	0	0	1	1	1	0
            35500000	0	0	1	1	1	1
            35520000	0	0	1	1	1	0
            35540000	0	0	1	1	1	1
            35560000	0	0	1	1	1	0
            35580000	0	0	1	1	1	1
            35600000	0	0	1	1	1	0
            35620000	0	0	1	1	1	1
            35640000	0	0	1	1	1	0
            35660000	0	0	1	1	1	1
            35680000	0	0	1	1	1	0
            35700000	0	0	1	1	1	1
            35720000	0	0	1	1	1	0
            35740000	0	0	1	1	1	1
            35760000	0	0	1	1	1	0
            35780000	0	0	1	1	1	1
            35800000	0	0	1	1	1	0
            35820000	0	0	1	1	1	1
            35840000	0	0	1	1	1	0
            35860000	0	0	1	1	1	1
            35880000	0	0	1	1	1	0
            35900000	0	0	1	1	1	1
            35920000	0	0	1	1	1	0
            35940000	0	0	1	1	1	1
            35960000	0	0	1	1	1	0
            35980000	0	0	1	1	1	1
            36000000	0	0	1	1	1	0
            36020000	0	0	1	1	1	1
            36040000	0	0	1	1	1	0
            36060000	0	0	1	1	1	1
            36080000	0	0	1	1	1	0
            36100000	0	0	1	1	1	1
            36120000	0	0	1	1	1	0
            36140000	0	0	1	1	1	1
            36160000	0	0	1	1	1	0
            36180000	0	0	1	1	1	1
            36200000	0	0	1	1	1	0
            36220000	0	0	1	1	1	1
            36240000	0	0	1	1	1	0
            36260000	0	0	1	1	1	1
            36280000	0	0	1	1	1	0
            36300000	0	0	1	1	1	1
            36320000	0	0	1	1	1	0
            36340000	0	0	1	1	1	1
            36360000	0	0	1	1	1	0
            36380000	0	0	1	1	1	1
            36400000	0	0	1	1	1	0
            36420000	0	0	1	1	1	1
            36440000	0	0	1	1	1	0
            36460000	0	0	1	1	1	1
            36480000	0	0	1	1	1	0
            36500000	0	0	1	1	1	1
            36520000	0	0	1	1	1	0
            36540000	0	0	1	1	1	1
            36560000	0	0	1	1	1	0
            36580000	0	0	1	1	1	1
            36600000	0	0	1	1	1	0
            36620000	0	0	1	1	1	1
            36640000	0	0	1	1	1	0
            36660000	0	0	1	1	1	1
            36680000	0	0	1	1	1	0
            36700000	0	0	1	1	1	1
            36720000	0	0	1	1	1	0
            36740000	0	0	1	1	1	1
            36760000	0	0	1	1	1	0
            36780000	0	0	1	1	1	1
            36800000	0	0	1	1	1	0
            36820000	0	0	1	1	1	1
            36840000	0	0	1	1	1	0
            36860000	0	0	1	1	1	1
            36880000	0	0	1	1	1	0
            36900000	0	0	1	1	1	1
            36920000	0	0	1	1	1	0
            36940000	0	0	1	1	1	1
            36960000	0	0	1	1	1	0
            36980000	0	0	1	1	1	1
            37000000	0	0	1	1	1	0
            37020000	0	0	1	1	1	1
            37040000	0	0	1	1	1	0
            37060000	0	0	1	1	1	1
            37080000	0	0	1	1	1	0
            37100000	0	0	1	1	1	1
            37120000	0	0	1	1	1	0
            37140000	0	0	1	1	1	1
            37160000	0	0	1	1	1	0
            37180000	0	0	1	1	1	1
            37200000	0	0	1	1	1	0
            37220000	0	0	1	1	1	1
            37240000	0	0	1	1	1	0
            37260000	0	0	1	1	1	1
            37280000	0	0	1	1	1	0
            37300000	0	0	1	1	1	1
            37320000	0	0	1	1	1	0
            37340000	0	0	1	1	1	1
            37360000	0	0	1	1	1	0
            37380000	0	0	1	1	1	1
            37400000	0	0	1	1	1	0
            37420000	0	0	1	1	1	1
            37440000	0	0	1	1	1	0
            37460000	0	0	1	1	1	1
            37480000	0	0	1	1	1	0
            37500000	0	0	1	1	1	1
            37520000	0	0	1	1	1	0
            37540000	0	0	1	1	1	1
            37560000	0	0	1	1	1	0
            37580000	0	0	1	1	1	1
            37600000	0	0	1	1	1	0
            37620000	0	0	1	1	1	1
            37640000	0	0	1	1	1	0
            37660000	0	0	1	1	1	1
            37680000	0	0	1	1	1	0
            37700000	0	0	1	1	1	1
            37720000	0	0	1	1	1	0
            37740000	0	0	1	1	1	1
            37760000	0	0	1	1	1	0
            37780000	0	0	1	1	1	1
            37800000	0	0	1	1	1	0
            37820000	0	0	1	1	1	1
            37840000	0	0	1	1	1	0
            37860000	0	0	1	1	1	1
            37880000	0	0	1	1	1	0
            37900000	0	0	1	1	1	1
            37920000	0	0	1	1	1	0
            37940000	0	0	1	1	1	1
            37960000	0	0	1	1	1	0
            37980000	0	0	1	1	1	1
            38000000	0	0	1	1	1	0
            38020000	0	0	1	1	1	1
            38040000	0	0	1	1	1	0
            38060000	0	0	1	1	1	1
            38080000	0	0	1	1	1	0
            38100000	0	0	1	1	1	1
            38120000	0	0	1	1	1	0
            38140000	0	0	1	1	1	1
            38160000	0	0	1	1	1	0
            38180000	0	0	1	1	1	1
            38200000	0	0	1	1	1	0
            38220000	0	0	1	1	1	1
            38240000	0	0	1	1	1	0
            38260000	0	0	1	1	1	1
            38280000	0	0	1	1	1	0
            38300000	0	0	1	1	1	1
            38320000	0	0	1	1	1	0
            38340000	0	0	1	1	1	1
            38360000	0	0	1	1	1	0
            38380000	0	0	1	1	1	1
            38400000	0	0	1	1	1	0
            38420000	0	0	1	1	1	1
            38440000	0	0	1	1	1	0
            38460000	0	0	1	1	1	1
            38480000	0	0	1	1	1	0
            38500000	0	0	1	1	1	1
            38520000	0	0	1	1	1	0
            38540000	0	0	1	1	1	1
            38560000	0	0	1	1	1	0
            38580000	0	0	1	1	1	1
            38600000	0	0	1	1	1	0
            38620000	0	0	1	1	1	1
            38640000	0	0	1	1	1	0
            38660000	0	0	1	1	1	1
            38680000	0	0	1	1	1	0
            38700000	0	0	1	1	1	1
            38720000	0	0	1	1	1	0
            38740000	0	0	1	1	1	1
            38760000	0	0	1	1	1	0
            38780000	0	0	1	1	1	1
            38800000	0	0	1	1	1	0
            38820000	0	0	1	1	1	1
            38840000	0	0	1	1	1	0
            38860000	0	0	1	1	1	1
            38880000	0	0	1	1	1	0
            38900000	0	0	1	1	1	1
            38920000	0	0	1	1	1	0
            38940000	0	0	1	1	1	1
            38960000	0	0	1	1	1	0
            38980000	0	0	1	1	1	1
            39000000	0	0	1	1	1	0
            39020000	0	0	1	1	1	1
            39040000	0	0	1	1	1	0
            39060000	0	0	1	1	1	1
            39080000	0	0	1	1	1	0
            39100000	0	0	1	1	1	1
            39120000	0	0	1	1	1	0
            39140000	0	0	1	1	1	1
            39160000	0	0	1	1	1	0
            39180000	0	0	1	1	1	1
            39200000	0	0	1	1	1	0
            39220000	0	0	1	1	1	1
            39240000	0	0	1	1	1	0
            39260000	0	0	1	1	1	1
            39280000	0	0	1	1	1	0
            39300000	0	0	1	1	1	1
            39320000	0	0	1	1	1	0
            39340000	0	0	1	1	1	1
            39360000	0	0	1	1	1	0
            39380000	0	0	1	1	1	1
            39400000	0	0	1	1	1	0
            39420000	0	0	1	1	1	1
            39440000	0	0	1	1	1	0
            39460000	0	0	1	1	1	1
            39480000	0	0	1	1	1	0
            39500000	0	0	1	1	1	1
            39520000	0	0	1	1	1	0
            39540000	0	0	1	1	1	1
            39560000	0	0	1	1	1	0
            39580000	0	0	1	1	1	1
            39600000	0	0	1	1	1	0
            39620000	0	0	1	1	1	1
            39640000	0	0	1	1	1	0
            39660000	0	0	1	1	1	1
            39680000	0	0	1	1	1	0
            39700000	0	0	1	1	1	1
            39720000	0	0	1	1	1	0
            39740000	0	0	1	1	1	1
            39760000	0	0	1	1	1	0
            39780000	0	0	1	1	1	1
            39800000	0	0	1	1	1	0
            39820000	0	0	1	1	1	1
            39840000	0	0	1	1	1	0
            39860000	0	0	1	1	1	1
            39880000	0	0	1	1	1	0
            39900000	0	0	1	1	1	1
            39920000	0	0	1	1	1	0
            39940000	0	0	1	1	1	1
            39960000	0	0	1	1	1	0
            39980000	0	0	1	1	1	1
            40000000	0	0	1	1	1	0
            40020000	0	0	1	1	1	1
            40040000	0	0	1	1	1	0
            40060000	0	0	1	1	1	1
            40080000	0	0	1	1	1	0
            40100000	0	0	1	1	1	1
            40120000	0	0	1	1	1	0
            40140000	0	0	1	1	1	1
            40160000	0	0	1	1	1	0
            40180000	0	0	1	1	1	1
            40200000	0	0	1	1	1	0
            40220000	0	0	1	1	1	1
            40240000	0	0	1	1	1	0
            40260000	0	0	1	1	1	1
            40280000	0	0	1	1	1	0
            40300000	0	0	1	1	1	1
            40320000	0	0	1	1	1	0
            40340000	0	0	1	1	1	1
            40360000	0	0	1	1	1	0
            40380000	0	0	1	1	1	1
            40400000	0	0	1	1	1	0
            40420000	0	0	1	1	1	1
            40440000	0	0	1	1	1	0
            40460000	0	0	1	1	1	1
            40480000	0	0	1	1	1	0
            40500000	0	0	1	1	1	1
            40520000	0	0	1	1	1	0
            40540000	0	0	1	1	1	1
            40560000	0	0	1	1	1	0
            40580000	0	0	1	1	1	1
            40600000	0	0	1	1	1	0
            40620000	0	0	1	1	1	1
            40640000	0	0	1	1	1	0
            40660000	0	0	1	1	1	1
            40680000	0	0	1	1	1	0
            40700000	0	0	1	1	1	1
            40720000	0	0	1	1	1	0
            40740000	0	0	1	1	1	1
            40760000	0	0	1	1	1	0
            40780000	0	0	1	1	1	1
            40800000	0	0	1	1	1	0
            40820000	0	0	1	1	1	1
            40840000	0	0	1	1	1	0
            40860000	0	0	1	1	1	1
            40880000	0	0	1	1	1	0
            40900000	0	0	1	1	1	1
            40920000	0	0	1	1	1	0
            40940000	0	0	1	1	1	1
            40960000	0	0	1	1	1	0
            40980000	0	0	1	1	1	1
            41000000	0	0	1	1	1	0
            41020000	0	0	1	1	1	1
            41040000	0	0	1	1	1	0
            41060000	0	0	1	1	1	1
            41080000	0	0	1	1	1	0
            41100000	0	0	1	1	1	1
            41120000	0	0	1	1	1	0
            41140000	0	0	1	1	1	1
            41160000	0	0	1	1	1	0
            41180000	0	0	1	1	1	1
            41200000	0	0	1	1	1	0
            41220000	0	0	1	1	1	1
            41240000	0	0	1	1	1	0
            41260000	0	0	1	1	1	1
            41280000	0	0	1	1	1	0
            41300000	0	0	1	1	1	1
            41320000	0	0	1	1	1	0
            41340000	0	0	1	1	1	1
            41360000	0	0	1	1	1	0
            41380000	0	0	1	1	1	1
            41400000	0	0	1	1	1	0
            41420000	0	0	1	1	1	1
            41440000	0	0	1	1	1	0
            41460000	0	0	1	1	1	1
            41480000	0	0	1	1	1	0
            41500000	0	0	1	1	1	1
            41520000	0	0	1	1	1	0
            41540000	0	0	1	1	1	1
            41560000	0	0	1	1	1	0
            41580000	0	0	1	1	1	1
            41600000	0	0	1	1	1	0
            41620000	0	0	1	1	1	1
            41640000	0	0	1	1	1	0
            41660000	0	0	1	1	1	1
            41680000	0	0	1	1	1	0
            41700000	0	0	1	1	1	1
            41720000	0	0	1	1	1	0
            41740000	0	0	1	1	1	1
            41760000	0	0	1	1	1	0
            41780000	0	0	1	1	1	1
            41800000	0	0	1	1	1	0
            41820000	0	0	1	1	1	1
            41840000	0	0	1	1	1	0
            41860000	0	0	1	1	1	1
            41880000	0	0	1	1	1	0
            41900000	0	0	1	1	1	1
            41920000	0	0	1	1	1	0
            41940000	0	0	1	1	1	1
            41960000	0	0	1	1	1	0
            41980000	0	0	1	1	1	1
            42000000	0	0	1	1	1	0
            42020000	0	0	1	1	1	1
            42040000	0	0	1	1	1	0
            42060000	0	0	1	1	1	1
            42080000	0	0	1	1	1	0
            42100000	0	0	1	1	1	1
            42120000	0	0	1	1	1	0
            42140000	0	0	1	1	1	1
            42160000	0	0	1	1	1	0
            42180000	0	0	1	1	1	1
            42200000	0	0	1	1	1	0
            42220000	0	0	1	1	1	1
            42240000	0	0	1	1	1	0
            42260000	0	0	1	1	1	1
            42280000	0	0	1	1	1	0
            42300000	0	0	1	1	1	1
            42320000	0	0	1	1	1	0
            42340000	0	0	1	1	1	1
            42360000	0	0	1	1	1	0
            42380000	0	0	1	1	1	1
            42400000	0	0	1	1	1	0
            42420000	0	0	1	1	1	1
            42440000	0	0	1	1	1	0
            42460000	0	0	1	1	1	1
            42480000	0	0	1	1	1	0
            42500000	0	0	1	1	1	1
            42520000	0	0	1	1	1	0
            42540000	0	0	1	1	1	1
            42560000	0	0	1	1	1	0
            42580000	0	0	1	1	1	1
            42600000	0	0	1	1	1	0
            42620000	0	0	1	1	1	1
            42640000	0	0	1	1	1	0
            42660000	0	0	1	1	1	1
            42680000	0	0	1	1	1	0
            42700000	0	0	1	1	1	1
            42720000	0	0	1	1	1	0
            42740000	0	0	1	1	1	1
            42760000	0	0	1	1	1	0
            42780000	0	0	1	1	1	1
            42800000	0	0	1	1	1	0
            42820000	0	0	1	1	1	1
            42840000	0	0	1	1	1	0
            42860000	0	0	1	1	1	1
            42880000	0	0	1	1	1	0
            42900000	0	0	1	1	1	1
            42920000	0	0	1	1	1	0
            42940000	0	0	1	1	1	1
            42960000	0	0	1	1	1	0
            42980000	0	0	1	1	1	1
            43000000	0	0	1	1	1	0
            43020000	0	0	1	1	1	1
            43040000	0	0	1	1	1	0
            43060000	0	0	1	1	1	1
            43080000	0	0	1	1	1	0
            43100000	0	0	1	1	1	1
            43120000	0	0	1	1	1	0
            43140000	0	0	1	1	1	1
            43160000	0	0	1	1	1	0
            43180000	0	0	1	1	1	1
            43200000	0	0	1	1	1	0
            43220000	0	0	1	1	1	1
            43240000	0	0	1	1	1	0
            43260000	0	0	1	1	1	1
            43280000	0	0	1	1	1	0
            43300000	0	0	1	1	1	1
            43320000	0	0	1	1	1	0
            43340000	0	0	1	1	1	1
            43360000	0	0	1	1	1	0
            43380000	0	0	1	1	1	1
            43400000	0	0	1	1	1	0
            43420000	0	0	1	1	1	1
            43440000	0	0	1	1	1	0
            43460000	0	0	1	1	1	1
            43480000	0	0	1	1	1	0
            43500000	0	0	1	1	1	1
            43520000	0	0	1	1	1	0
            43540000	0	0	1	1	1	1
            43560000	0	0	1	1	1	0
            43580000	0	0	1	1	1	1
            43600000	0	0	1	1	1	0
            43620000	0	0	1	1	1	1
            43640000	0	0	1	1	1	0
            43660000	0	0	1	1	1	1
            43680000	0	0	1	1	1	0
            43700000	0	0	1	1	1	1
            43720000	0	0	1	1	1	0
            43740000	0	0	1	1	1	1
            43760000	0	0	1	1	1	0
            43780000	0	0	1	1	1	1
            43800000	0	0	1	1	1	0
            43820000	0	0	1	1	1	1
            43840000	0	0	1	1	1	0
            43860000	0	0	1	1	1	1
            43880000	0	0	1	1	1	0
            43900000	0	0	1	1	1	1
            43920000	0	0	1	1	1	0
            43940000	0	0	1	1	1	1
            43960000	0	0	1	1	1	0
            43980000	0	0	1	1	1	1
            44000000	0	0	1	1	1	0
            44020000	0	0	1	1	1	1
            44040000	0	0	1	1	1	0
            44060000	0	0	1	1	1	1
            44080000	0	0	1	1	1	0
            44100000	0	0	1	1	1	1
            44120000	0	0	1	1	1	0
            44140000	0	0	1	1	1	1
            44160000	0	0	1	1	1	0
            44180000	0	0	1	1	1	1
            44200000	0	0	1	1	1	0
            44220000	0	0	1	1	1	1
            44240000	0	0	1	1	1	0
            44260000	0	0	1	1	1	1
            44280000	0	0	1	1	1	0
            44300000	0	0	1	1	1	1
            44320000	0	0	1	1	1	0
            44340000	0	0	1	1	1	1
            44360000	0	0	1	1	1	0
            44380000	0	0	1	1	1	1
            44400000	0	0	1	1	1	0
            44420000	0	0	1	1	1	1
            44440000	0	0	1	1	1	0
            44460000	0	0	1	1	1	1
            44480000	0	0	1	1	1	0
            44500000	0	0	1	1	1	1
            44520000	0	0	1	1	1	0
            44540000	0	0	1	1	1	1
            44560000	0	0	1	1	1	0
            44580000	0	0	1	1	1	1
            44600000	0	0	1	1	1	0
            44620000	0	0	1	1	1	1
            44640000	0	0	1	1	1	0
            44660000	0	0	1	1	1	1
            44680000	0	0	1	1	1	0
            44700000	0	0	1	1	1	1
            44720000	0	0	1	1	1	0
            44740000	0	0	1	1	1	1
            44760000	0	0	1	1	1	0
            44780000	0	0	1	1	1	1
            44800000	0	0	1	1	1	0
            44820000	0	0	1	1	1	1
            44840000	0	0	1	1	1	0
            44860000	0	0	1	1	1	1
            44880000	0	0	1	1	1	0
            44900000	0	0	1	1	1	1
            44920000	0	0	1	1	1	0
            44940000	0	0	1	1	1	1
            44960000	0	0	1	1	1	0
            44980000	0	0	1	1	1	1
            45000000	0	0	1	1	1	0
            45020000	0	0	1	1	1	1
